case_study_id	rater	rater_type	tag	principle	conversation_source	rating	answer_time_min
SC39156	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	important_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	important_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	important_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_assumptions	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_hallucinations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	overall	non_harmful	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	overall	overall_quality	human_expert	4	11.21666667
SC39156	sleep_primary_d	primary	overall	readable	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	important_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	important_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	important_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_assumptions	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_hallucinations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_user_data	human_expert	5	11.21666667
SC39156	sleep_primary_d	primary	etiology	important_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	important_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	important_user_data	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_assumptions	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_hallucinations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_incorrect_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	no_unimportant_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	important_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	important_interpretations	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	insights	important_user_data	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	insights	no_assumptions	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_hallucinations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	gemini_ultra	3	20.78333333
SC39156	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_incorrect_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	insights	no_unimportant_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	overall	non_harmful	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	overall	overall_quality	gemini_ultra	3	20.78333333
SC39156	sleep_primary_d	primary	overall	readable	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	recommendations	important_domain_knowledge	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	recommendations	important_interpretations	gemini_ultra	3	20.78333333
SC39156	sleep_primary_d	primary	recommendations	important_user_data	gemini_ultra	4	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_assumptions	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_hallucinations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_user_data	gemini_ultra	5	20.78333333
SC39156	sleep_primary_d	primary	etiology	important_domain_knowledge	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	important_interpretations	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	etiology	important_user_data	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_assumptions	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_hallucinations	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_user_data	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_user_data	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	important_domain_knowledge	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	important_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	important_user_data	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	insights	no_assumptions	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	no_hallucinations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_user_data	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	phllm_early_checkpoint	2	27.51666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_interpretations	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_user_data	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	overall	non_harmful	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	overall	overall_quality	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	overall	readable	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	recommendations	important_domain_knowledge	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	recommendations	important_interpretations	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	recommendations	important_user_data	phllm_early_checkpoint	3	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_assumptions	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_hallucinations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	phllm_early_checkpoint	4	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_user_data	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	phllm_early_checkpoint	2	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_user_data	phllm_early_checkpoint	5	27.51666667
SC39156	sleep_primary_b	primary	etiology	important_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	important_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	important_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	important_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	important_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	important_user_data	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_assumptions	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_assumptions	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_hallucinations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_hallucinations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_incorrect_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_incorrect_important_interpretations	phllm	4	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_important_interpretations	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_incorrect_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_incorrect_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_incorrect_user_data	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_unimportant_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	etiology	no_unimportant_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	etiology	no_unimportant_user_data	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	important_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	important_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	important_interpretations	phllm	4	29.41666667
SC39156	sleep_primary_d	primary	insights	important_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	important_user_data	phllm	4	29.41666667
SC39156	sleep_primary_d	primary	insights	important_user_data	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	insights	no_assumptions	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_assumptions	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	no_hallucinations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_hallucinations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	no_incorrect_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	no_incorrect_important_interpretations	phllm	3	29.41666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_important_interpretations	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	insights	no_incorrect_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	no_incorrect_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_incorrect_user_data	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	insights	no_unimportant_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_domain_knowledge	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	insights	no_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	insights	no_unimportant_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	insights	no_unimportant_user_data	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	overall	non_harmful	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	overall	non_harmful	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	overall	overall_quality	phllm	3	29.41666667
SC39156	sleep_primary_d	primary	overall	overall_quality	phllm	3	29.68333333
SC39156	sleep_primary_b	primary	overall	readable	phllm	4	29.41666667
SC39156	sleep_primary_d	primary	overall	readable	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	recommendations	important_domain_knowledge	phllm	2	29.41666667
SC39156	sleep_primary_d	primary	recommendations	important_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	important_interpretations	phllm	4	29.41666667
SC39156	sleep_primary_d	primary	recommendations	important_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	important_user_data	phllm	2	29.41666667
SC39156	sleep_primary_d	primary	recommendations	important_user_data	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_assumptions	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_assumptions	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_hallucinations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_hallucinations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_incorrect_domain_knowledge	phllm	3	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_domain_knowledge	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_incorrect_important_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_important_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_incorrect_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_incorrect_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_incorrect_user_data	phllm	4	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_unimportant_domain_knowledge	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_domain_knowledge	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_unimportant_interpretations	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_interpretations	phllm	5	29.68333333
SC39156	sleep_primary_b	primary	recommendations	no_unimportant_user_data	phllm	5	29.41666667
SC39156	sleep_primary_d	primary	recommendations	no_unimportant_user_data	phllm	5	29.68333333
SC92149	sleep_primary_a	primary	etiology	important_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	important_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	important_interpretations	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	etiology	important_interpretations	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	etiology	important_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	important_user_data	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_assumptions	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_assumptions	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_hallucinations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_hallucinations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_incorrect_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_domain_knowledge	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_incorrect_important_interpretations	human_expert	3	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_important_interpretations	human_expert	3	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_incorrect_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_unimportant_interpretations	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_incorrect_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_unimportant_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_interpretations	human_expert	3	180.8666667
SC92149	sleep_primary_a	primary	etiology	no_unimportant_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	important_domain_knowledge	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	insights	important_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	important_interpretations	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	insights	important_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	important_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	important_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	no_assumptions	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_assumptions	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	insights	no_hallucinations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_hallucinations	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	insights	no_incorrect_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_incorrect_domain_knowledge	human_expert	2	180.8666667
SC92149	sleep_primary_a	primary	insights	no_incorrect_important_interpretations	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	insights	no_incorrect_important_interpretations	human_expert	2	180.8666667
SC92149	sleep_primary_a	primary	insights	no_incorrect_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_incorrect_unimportant_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	no_incorrect_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_incorrect_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	no_unimportant_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_unimportant_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	no_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_unimportant_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	insights	no_unimportant_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	insights	no_unimportant_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	overall	non_harmful	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	overall	non_harmful	human_expert	3	180.8666667
SC92149	sleep_primary_a	primary	overall	overall_quality	human_expert	3	42.5
SC92149	sleep_secondary_a	secondary	overall	overall_quality	human_expert	3	180.8666667
SC92149	sleep_primary_a	primary	overall	readable	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	overall	readable	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	recommendations	important_domain_knowledge	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	recommendations	important_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	important_interpretations	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	recommendations	important_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	important_user_data	human_expert	3	42.5
SC92149	sleep_secondary_a	secondary	recommendations	important_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_assumptions	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_assumptions	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_hallucinations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_hallucinations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_incorrect_domain_knowledge	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_incorrect_domain_knowledge	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_incorrect_important_interpretations	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_incorrect_important_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_incorrect_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_incorrect_unimportant_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_incorrect_user_data	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_incorrect_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_unimportant_domain_knowledge	human_expert	4	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_unimportant_domain_knowledge	human_expert	4	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_unimportant_interpretations	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_unimportant_interpretations	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	recommendations	no_unimportant_user_data	human_expert	5	42.5
SC92149	sleep_secondary_a	secondary	recommendations	no_unimportant_user_data	human_expert	5	180.8666667
SC92149	sleep_primary_a	primary	etiology	important_domain_knowledge	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	important_domain_knowledge	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	important_interpretations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	important_interpretations	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	important_user_data	gemini_ultra	4	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	important_user_data	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_assumptions	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_assumptions	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_hallucinations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_hallucinations	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_incorrect_domain_knowledge	gemini_ultra	4	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_domain_knowledge	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_incorrect_important_interpretations	gemini_ultra	4	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_important_interpretations	gemini_ultra	4	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_incorrect_unimportant_interpretations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_unimportant_interpretations	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_incorrect_user_data	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_incorrect_user_data	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_unimportant_domain_knowledge	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_domain_knowledge	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_unimportant_interpretations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_interpretations	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	etiology	no_unimportant_user_data	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	etiology	no_unimportant_user_data	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	important_domain_knowledge	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	insights	important_domain_knowledge	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	important_interpretations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	insights	important_interpretations	gemini_ultra	4	20.83333333
SC92149	sleep_primary_a	primary	insights	important_user_data	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	insights	important_user_data	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	no_assumptions	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	insights	no_assumptions	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	no_hallucinations	gemini_ultra	5	13.01666667
SC92149	sleep_secondary_a	secondary	insights	no_hallucinations	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	no_incorrect_domain_knowledge	gemini_ultra	4	13.01666667
SC92149	sleep_secondary_a	secondary	insights	no_incorrect_domain_knowledge	gemini_ultra	5	20.83333333
SC92149	sleep_primary_a	primary	insights	no_incorrect_important_interpretations	gemini_ultra	4	13.01666667
